"parameter","median","ci_low","ci_high","pd","model"
"z_recoded_caudality",-0.074005593,-0.083447265,-0.064714217525,1,"erp_gender_agreement_400_900_midline_weakprior"
"z_multilingual_language_diversity",-0.00059187156,-0.01121315395,0.010172347125,0.5425,"erp_gender_agreement_400_900_midline_weakprior"
"z_recoded_grammaticality:z_recoded_session",0.0206788855,0.0110393834,0.0304111025,1,"erp_gender_agreement_400_900_midline_weakprior"
"z_recoded_grammaticality:z_recoded_mini_language",-0.0123281585,-0.03126771985,0.00677165708,0.90121875,"erp_gender_agreement_400_900_midline_weakprior"
"z_recoded_session:z_recoded_mini_language",-0.020088061,-0.052578840725,0.011897055375,0.89540625,"erp_gender_agreement_400_900_midline_weakprior"
"z_recoded_grammaticality:z_recoded_caudality",-0.00029372272,-0.0096511924825,0.0090057993,0.5235,"erp_gender_agreement_400_900_midline_weakprior"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.000297192395,-0.0093787690375,0.00989837947499999,0.5221875,"erp_gender_agreement_400_900_midline_weakprior"
"Intercept",-0.0023972356,-0.02005566465,0.015674393025,0.60675,"erp_verb_object_number_agreement_200_500_lateral_itemslope"
"z_baseline_predictor",0.534140715,0.52500143125,0.54321792175,1,"erp_verb_object_number_agreement_200_500_lateral_itemslope"
"z_recoded_grammaticality",0.016924679,-0.0059069250925,0.039660754075,0.92853125,"erp_verb_object_number_agreement_200_500_lateral_itemslope"
"z_recoded_session",-0.00870256225,-0.0374604511,0.020181545425,0.72575,"erp_verb_object_number_agreement_200_500_lateral_itemslope"
"z_recoded_mini_language",0.0024925061,-0.015548208675,0.020515344325,0.60853125,"erp_verb_object_number_agreement_200_500_lateral_itemslope"
"z_recoded_hemisphere",0.0398757405,0.031100962075,0.048722665675,1,"erp_verb_object_number_agreement_200_500_lateral_itemslope"
"z_recoded_caudality",0.000220510125,-0.0084295284525,0.0088860077325,0.5201875,"erp_verb_object_number_agreement_200_500_lateral_itemslope"
"z_multilingual_language_diversity",-0.0083875737,-0.019546525875,0.00309678452499999,0.92403125,"erp_verb_object_number_agreement_200_500_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.0052792598,-0.00470116624,0.015164569275,0.84775,"erp_verb_object_number_agreement_200_500_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",0.0105180195,-0.012141956425,0.03353949565,0.82090625,"erp_verb_object_number_agreement_200_500_lateral_itemslope"
"z_recoded_session:z_recoded_mini_language",0.0057810705,-0.022936248425,0.0343124639,0.65571875,"erp_verb_object_number_agreement_200_500_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00203167905,-0.006506972795,0.01053382075,0.67875,"erp_verb_object_number_agreement_200_500_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",0.00133126975,-0.0073796974175,0.010071904625,0.6170625,"erp_verb_object_number_agreement_200_500_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00400255205,-0.0059624063125,0.014044130875,0.78709375,"erp_verb_object_number_agreement_200_500_lateral_itemslope"
"Intercept",-0.00300394825,-0.02079205695,0.014683153825,0.63353125,"erp_verb_object_number_agreement_200_500_lateral"
"z_baseline_predictor",0.535139955,0.52610197875,0.544208948,1,"erp_verb_object_number_agreement_200_500_lateral"
"z_recoded_grammaticality",0.016245488,-0.00267377949,0.0355358122,0.9541875,"erp_verb_object_number_agreement_200_500_lateral"
"z_recoded_session",-0.00936432735,-0.038181947225,0.0193038912,0.74140625,"erp_verb_object_number_agreement_200_500_lateral"
"z_recoded_mini_language",0.0026786062,-0.015170414475,0.02045931055,0.61584375,"erp_verb_object_number_agreement_200_500_lateral"
"z_recoded_hemisphere",0.039961513,0.031219683625,0.048742317325,1,"erp_verb_object_number_agreement_200_500_lateral"
"z_recoded_caudality",0.00023016978,-0.00844549397749999,0.00893674021499999,0.52084375,"erp_verb_object_number_agreement_200_500_lateral"
"z_multilingual_language_diversity",-0.00855336595,-0.0195955438,0.00308513263499999,0.92659375,"erp_verb_object_number_agreement_200_500_lateral"
"z_recoded_grammaticality:z_recoded_session",0.0051077653,-0.00483203072,0.015143316875,0.8418125,"erp_verb_object_number_agreement_200_500_lateral"
"z_recoded_grammaticality:z_recoded_mini_language",0.00988455785,-0.008866931225,0.029005684,0.8529375,"erp_verb_object_number_agreement_200_500_lateral"
"z_recoded_session:z_recoded_mini_language",0.00627363425,-0.02240805355,0.0345366036,0.66490625,"erp_verb_object_number_agreement_200_500_lateral"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00202778525,-0.00689416202,0.0109359398,0.6764375,"erp_verb_object_number_agreement_200_500_lateral"
"z_recoded_grammaticality:z_recoded_caudality",0.00134071145,-0.00740863824999999,0.01024608915,0.61353125,"erp_verb_object_number_agreement_200_500_lateral"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00470612925,-0.00524770179,0.014644579475,0.82071875,"erp_verb_object_number_agreement_200_500_lateral"
"Intercept",-0.0025208355,-0.020111048125,0.01536778205,0.61065625,"erp_verb_object_number_agreement_200_500_lateral_weakprior_itemslope"
"z_baseline_predictor",0.53410012,0.52503267575,0.543234974,1,"erp_verb_object_number_agreement_200_500_lateral_weakprior_itemslope"
"z_recoded_grammaticality",0.0167427985,-0.00581626579749999,0.039613688675,0.928375,"erp_verb_object_number_agreement_200_500_lateral_weakprior_itemslope"
"z_recoded_session",-0.008878078,-0.037783684375,0.019677272375,0.7308125,"erp_verb_object_number_agreement_200_500_lateral_weakprior_itemslope"
"z_recoded_mini_language",0.0024989522,-0.0154182438,0.0206148831,0.60625,"erp_verb_object_number_agreement_200_500_lateral_weakprior_itemslope"
"z_recoded_hemisphere",0.0399535315,0.0311946036,0.048614720375,1,"erp_verb_object_number_agreement_200_500_lateral_weakprior_itemslope"
"z_recoded_caudality",0.000237481255,-0.0083559866075,0.00885647538,0.5218125,"erp_verb_object_number_agreement_200_500_lateral_weakprior_itemslope"
"z_multilingual_language_diversity",-0.00838334075,-0.0195617359,0.0031202477875,0.925875,"erp_verb_object_number_agreement_200_500_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.0052193011,-0.0048201802275,0.0151127359,0.849875,"erp_verb_object_number_agreement_200_500_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",0.0103531635,-0.0120634474,0.033145774975,0.8181875,"erp_verb_object_number_agreement_200_500_lateral_weakprior_itemslope"
"z_recoded_session:z_recoded_mini_language",0.0056201292,-0.02329240005,0.0341021095,0.649375,"erp_verb_object_number_agreement_200_500_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_hemisphere",0.0020289448,-0.0066834534225,0.01071372675,0.67525,"erp_verb_object_number_agreement_200_500_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",0.00131274475,-0.00731561258,0.010019213825,0.619,"erp_verb_object_number_agreement_200_500_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00398344975,-0.0060328086725,0.013867512525,0.78428125,"erp_verb_object_number_agreement_200_500_lateral_weakprior_itemslope"
"Intercept",-0.00317067355,-0.02105811095,0.0145668122,0.639625,"erp_verb_object_number_agreement_200_500_lateral_weakprior"
"z_baseline_predictor",0.53517449,0.526131586,0.5442983025,1,"erp_verb_object_number_agreement_200_500_lateral_weakprior"
"z_recoded_grammaticality",0.01628921,-0.00241984816999999,0.035187686525,0.95484375,"erp_verb_object_number_agreement_200_500_lateral_weakprior"
"z_recoded_session",-0.0095286953,-0.03815460445,0.019022687825,0.7445,"erp_verb_object_number_agreement_200_500_lateral_weakprior"
"z_recoded_mini_language",0.00268018245,-0.015421866425,0.02088703985,0.61828125,"erp_verb_object_number_agreement_200_500_lateral_weakprior"
"z_recoded_hemisphere",0.0399824365,0.031216090375,0.04868255015,1,"erp_verb_object_number_agreement_200_500_lateral_weakprior"
"z_recoded_caudality",0.000232906525,-0.0084793657625,0.0089833026325,0.522,"erp_verb_object_number_agreement_200_500_lateral_weakprior"
"z_multilingual_language_diversity",-0.00861435915,-0.01960229045,0.00277576905749999,0.9338125,"erp_verb_object_number_agreement_200_500_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_session",0.00509077615,-0.00481753781,0.01500159555,0.842,"erp_verb_object_number_agreement_200_500_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_mini_language",0.0098482491,-0.00899860818,0.0286417451249999,0.85421875,"erp_verb_object_number_agreement_200_500_lateral_weakprior"
"z_recoded_session:z_recoded_mini_language",0.00612676455,-0.0221272414,0.034914338575,0.66446875,"erp_verb_object_number_agreement_200_500_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00208164725,-0.00666733988749999,0.010800195275,0.6793125,"erp_verb_object_number_agreement_200_500_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_caudality",0.0013110963,-0.0075485102525,0.0100560078,0.61459375,"erp_verb_object_number_agreement_200_500_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00471618415,-0.005217156895,0.01473938795,0.82296875,"erp_verb_object_number_agreement_200_500_lateral_weakprior"
"Intercept",-0.00367343985,-0.025178527525,0.017474863425,0.63165625,"erp_verb_object_number_agreement_200_500_midline_itemslope"
"z_baseline_predictor",0.50611896,0.492935401,0.51938903425,1,"erp_verb_object_number_agreement_200_500_midline_itemslope"
"z_recoded_grammaticality",0.00955939565,-0.017609489075,0.036761017825,0.75734375,"erp_verb_object_number_agreement_200_500_midline_itemslope"
"z_recoded_session",0.00109899995,-0.032316936375,0.0346582765499999,0.52778125,"erp_verb_object_number_agreement_200_500_midline_itemslope"
"z_recoded_mini_language",0.0022178875,-0.01956372075,0.0236333627,0.5795625,"erp_verb_object_number_agreement_200_500_midline_itemslope"
"z_recoded_caudality",0.012431531,7.62245320500068e-05,0.0249633531,0.97584375,"erp_verb_object_number_agreement_200_500_midline_itemslope"
"z_multilingual_language_diversity",-0.00544466155,-0.02068752065,0.010005901675,0.75584375,"erp_verb_object_number_agreement_200_500_midline_itemslope"
"z_recoded_grammaticality:z_recoded_session",-0.000766171305,-0.0148063694,0.013347603625,0.53996875,"erp_verb_object_number_agreement_200_500_midline_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",0.0086859907,-0.01810825365,0.03568407255,0.73665625,"erp_verb_object_number_agreement_200_500_midline_itemslope"
"z_recoded_session:z_recoded_mini_language",0.00813291475,-0.02485934155,0.04106605275,0.68584375,"erp_verb_object_number_agreement_200_500_midline_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",0.0055094007,-0.00698042955749999,0.01814351235,0.80934375,"erp_verb_object_number_agreement_200_500_midline_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.0031064856,-0.0109729432,0.01722553385,0.66784375,"erp_verb_object_number_agreement_200_500_midline_itemslope"
"Intercept",-0.0041073346,-0.02557667885,0.016845472975,0.646,"erp_verb_object_number_agreement_200_500_midline"
"z_baseline_predictor",0.50725943,0.49436576675,0.5202120945,1,"erp_verb_object_number_agreement_200_500_midline"
"z_recoded_grammaticality",0.008692155,-0.01403981015,0.032211867275,0.77325,"erp_verb_object_number_agreement_200_500_midline"
"z_recoded_session",0.00078481973,-0.0331221805,0.0337673189249999,0.51840625,"erp_verb_object_number_agreement_200_500_midline"
"z_recoded_mini_language",0.00248746795,-0.018780125075,0.023909664375,0.590625,"erp_verb_object_number_agreement_200_500_midline"
"z_recoded_caudality",0.012558447,9.23847831750002e-05,0.024999299325,0.97578125,"erp_verb_object_number_agreement_200_500_midline"
"z_multilingual_language_diversity",-0.005952428,-0.02099117575,0.00923889476999998,0.7809375,"erp_verb_object_number_agreement_200_500_midline"
"z_recoded_grammaticality:z_recoded_session",-0.00043428332,-0.01439860635,0.0137396894,0.52359375,"erp_verb_object_number_agreement_200_500_midline"
"z_recoded_grammaticality:z_recoded_mini_language",0.00785100125,-0.015393268025,0.03157835505,0.74875,"erp_verb_object_number_agreement_200_500_midline"
"z_recoded_session:z_recoded_mini_language",0.00912811745,-0.02435663155,0.041933821525,0.7050625,"erp_verb_object_number_agreement_200_500_midline"
"z_recoded_grammaticality:z_recoded_caudality",0.00557375645,-0.007052172535,0.018231620725,0.80409375,"erp_verb_object_number_agreement_200_500_midline"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00425415955,-0.0096077592475,0.018285041975,0.723,"erp_verb_object_number_agreement_200_500_midline"
"Intercept",-0.0036416103,-0.02495184045,0.01753877895,0.6333125,"erp_verb_object_number_agreement_200_500_midline_weakprior_itemslope"
"z_baseline_predictor",0.50622614,0.4930089525,0.51962647725,1,"erp_verb_object_number_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_grammaticality",0.00953068695,-0.01762620185,0.036734091475,0.7580625,"erp_verb_object_number_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_session",0.00123204995,-0.031628855525,0.034174154475,0.528875,"erp_verb_object_number_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_mini_language",0.0022674406,-0.019232408525,0.023830289975,0.58015625,"erp_verb_object_number_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_caudality",0.012460761,-0.000217816297999998,0.02508834165,0.9729375,"erp_verb_object_number_agreement_200_500_midline_weakprior_itemslope"
"z_multilingual_language_diversity",-0.00541161425,-0.020684552625,0.010114017875,0.75675,"erp_verb_object_number_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session",-0.00067112695,-0.01456949465,0.0131063614,0.53721875,"erp_verb_object_number_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",0.00864862995,-0.018008044425,0.03573997685,0.73971875,"erp_verb_object_number_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_session:z_recoded_mini_language",0.00813395565,-0.025025104275,0.0418931516,0.68853125,"erp_verb_object_number_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",0.00553528515,-0.006714028415,0.017932588075,0.81015625,"erp_verb_object_number_agreement_200_500_midline_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.003164638,-0.01082276435,0.017022529825,0.6675,"erp_verb_object_number_agreement_200_500_midline_weakprior_itemslope"
"Intercept",-0.0043086311,-0.025324543675,0.017036194175,0.65546875,"erp_verb_object_number_agreement_200_500_midline_weakprior"
"z_baseline_predictor",0.507311145,0.494023418,0.5204152945,1,"erp_verb_object_number_agreement_200_500_midline_weakprior"
"z_recoded_grammaticality",0.00861646685,-0.014556317225,0.03213533285,0.76746875,"erp_verb_object_number_agreement_200_500_midline_weakprior"
"z_recoded_session",0.00112096555,-0.03193093725,0.034230522875,0.52675,"erp_verb_object_number_agreement_200_500_midline_weakprior"
"z_recoded_mini_language",0.00243508975,-0.01885748915,0.02387547545,0.5901875,"erp_verb_object_number_agreement_200_500_midline_weakprior"
"z_recoded_caudality",0.0125430435,-0.000302064195249999,0.0251836012,0.9725,"erp_verb_object_number_agreement_200_500_midline_weakprior"
"z_multilingual_language_diversity",-0.0060910204,-0.02084390605,0.00926924077,0.78425,"erp_verb_object_number_agreement_200_500_midline_weakprior"
"z_recoded_grammaticality:z_recoded_session",-0.000471456805,-0.014474199275,0.013589773825,0.52553125,"erp_verb_object_number_agreement_200_500_midline_weakprior"
"z_recoded_grammaticality:z_recoded_mini_language",0.00773731775,-0.0153230715,0.031332643775,0.75009375,"erp_verb_object_number_agreement_200_500_midline_weakprior"
"z_recoded_session:z_recoded_mini_language",0.009136647,-0.023920854675,0.0422470374,0.70653125,"erp_verb_object_number_agreement_200_500_midline_weakprior"
"z_recoded_grammaticality:z_recoded_caudality",0.00548741615,-0.007357200745,0.0181860397,0.80325,"erp_verb_object_number_agreement_200_500_midline_weakprior"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00424139445,-0.0097791672475,0.018166095425,0.72484375,"erp_verb_object_number_agreement_200_500_midline_weakprior"
"Intercept",-0.00436771555,-0.02263316735,0.013959070625,0.67475,"erp_verb_object_number_agreement_300_600_lateral_itemslope"
"z_baseline_predictor",0.481442485,0.47207032875,0.4908668575,1,"erp_verb_object_number_agreement_300_600_lateral_itemslope"
"z_recoded_grammaticality",0.011815623,-0.011601337125,0.0359728852499999,0.83765625,"erp_verb_object_number_agreement_300_600_lateral_itemslope"
"z_recoded_session",-0.00472658075,-0.033678222125,0.0245195312,0.62728125,"erp_verb_object_number_agreement_300_600_lateral_itemslope"
"z_recoded_mini_language",-0.000417290075,-0.0192426615,0.018042822375,0.51765625,"erp_verb_object_number_agreement_300_600_lateral_itemslope"
"z_recoded_hemisphere",0.0381570465,0.029056871525,0.047210098625,1,"erp_verb_object_number_agreement_300_600_lateral_itemslope"
"z_recoded_caudality",-0.0033383924,-0.012235940775,0.0056701816425,0.7686875,"erp_verb_object_number_agreement_300_600_lateral_itemslope"
"z_multilingual_language_diversity",-0.00897481145,-0.0205770306,0.00317883149,0.930625,"erp_verb_object_number_agreement_300_600_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.00663919935,-0.003649334735,0.017026013575,0.895875,"erp_verb_object_number_agreement_300_600_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",0.0195573075,-0.00421862459,0.043365381375,0.9468125,"erp_verb_object_number_agreement_300_600_lateral_itemslope"
"z_recoded_session:z_recoded_mini_language",0.0074655236,-0.0217271253,0.03661625105,0.6923125,"erp_verb_object_number_agreement_300_600_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00242132995,-0.006537098905,0.011478222025,0.7018125,"erp_verb_object_number_agreement_300_600_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",-0.00098067201,-0.0099797712175,0.0079536841875,0.58365625,"erp_verb_object_number_agreement_300_600_lateral_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.0027426027,-0.0073989483675,0.0131748239,0.699125,"erp_verb_object_number_agreement_300_600_lateral_itemslope"
"Intercept",-0.0053451543,-0.02338731575,0.013255511525,0.7195625,"erp_verb_object_number_agreement_300_600_lateral"
"z_baseline_predictor",0.48267863,0.473263568,0.49215420275,1,"erp_verb_object_number_agreement_300_600_lateral"
"z_recoded_grammaticality",0.0117345045,-0.00797345318,0.0321061453,0.87975,"erp_verb_object_number_agreement_300_600_lateral"
"z_recoded_session",-0.0056383385,-0.034877068725,0.023352308775,0.65015625,"erp_verb_object_number_agreement_300_600_lateral"
"z_recoded_mini_language",-0.000358560255,-0.01878323715,0.017964639275,0.51534375,"erp_verb_object_number_agreement_300_600_lateral"
"z_recoded_hemisphere",0.038210984,0.02907137065,0.04731201455,1,"erp_verb_object_number_agreement_300_600_lateral"
"z_recoded_caudality",-0.0033032638,-0.012351370775,0.00573355752499998,0.7623125,"erp_verb_object_number_agreement_300_600_lateral"
"z_multilingual_language_diversity",-0.00963919245,-0.020961249325,0.002313692615,0.94478125,"erp_verb_object_number_agreement_300_600_lateral"
"z_recoded_grammaticality:z_recoded_session",0.0069410174,-0.0033246377825,0.01742464055,0.90340625,"erp_verb_object_number_agreement_300_600_lateral"
"z_recoded_grammaticality:z_recoded_mini_language",0.0193075575,-0.000325162414499992,0.039542622575,0.9726875,"erp_verb_object_number_agreement_300_600_lateral"
"z_recoded_session:z_recoded_mini_language",0.00782479275,-0.0211119766,0.036756434775,0.70678125,"erp_verb_object_number_agreement_300_600_lateral"
"z_recoded_grammaticality:z_recoded_hemisphere",0.0024226578,-0.0067498961,0.0115706494,0.69584375,"erp_verb_object_number_agreement_300_600_lateral"
"z_recoded_grammaticality:z_recoded_caudality",-0.000988951225,-0.010121847475,0.00816988218,0.58378125,"erp_verb_object_number_agreement_300_600_lateral"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00386477005,-0.0063794804675,0.0141667285,0.76846875,"erp_verb_object_number_agreement_300_600_lateral"
"Intercept",-0.0043594224,-0.022709483425,0.0141853254,0.6799375,"erp_verb_object_number_agreement_300_600_lateral_weakprior_itemslope"
"z_baseline_predictor",0.481486335,0.4719476875,0.49094031375,1,"erp_verb_object_number_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality",0.011859133,-0.011558366325,0.036221795875,0.83878125,"erp_verb_object_number_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_session",-0.0046186346,-0.033812481875,0.02445331535,0.62359375,"erp_verb_object_number_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_mini_language",-0.000453925305,-0.018948212175,0.0180320784,0.518375,"erp_verb_object_number_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_hemisphere",0.0381491445,0.02890134425,0.047336950825,1,"erp_verb_object_number_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_caudality",-0.00337666975,-0.012419297775,0.00564393658249998,0.7675625,"erp_verb_object_number_agreement_300_600_lateral_weakprior_itemslope"
"z_multilingual_language_diversity",-0.00887964895,-0.020451040475,0.00338907953749999,0.9265625,"erp_verb_object_number_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.00661633345,-0.003546533215,0.016978653075,0.8965625,"erp_verb_object_number_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",0.019504204,-0.004587046455,0.043589947275,0.94425,"erp_verb_object_number_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_session:z_recoded_mini_language",0.0075145555,-0.02164291615,0.036553126375,0.69478125,"erp_verb_object_number_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_hemisphere",0.00240463765,-0.00651854067749999,0.011288646625,0.7010625,"erp_verb_object_number_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",-0.00103326005,-0.0099735164325,0.007924568815,0.5843125,"erp_verb_object_number_agreement_300_600_lateral_weakprior_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.0027916676,-0.0075270770575,0.01330236975,0.6990625,"erp_verb_object_number_agreement_300_600_lateral_weakprior_itemslope"
"Intercept",-0.00538248585,-0.02352442305,0.013031514375,0.71528125,"erp_verb_object_number_agreement_300_600_lateral_weakprior"
"z_baseline_predictor",0.482754515,0.47321926,0.492289355,1,"erp_verb_object_number_agreement_300_600_lateral_weakprior"
"z_recoded_grammaticality",0.011812003,-0.0081547385375,0.0319215199249999,0.87753125,"erp_verb_object_number_agreement_300_600_lateral_weakprior"
"z_recoded_session",-0.0055939245,-0.034440515225,0.02298716905,0.64928125,"erp_verb_object_number_agreement_300_600_lateral_weakprior"
"z_recoded_mini_language",-0.0001692134,-0.018852400075,0.018400243925,0.50725,"erp_verb_object_number_agreement_300_600_lateral_weakprior"
"z_recoded_hemisphere",0.038159028,0.029079592025,0.0472810868,1,"erp_verb_object_number_agreement_300_600_lateral_weakprior"
"z_recoded_caudality",-0.0033170353,-0.01262372195,0.0059023656275,0.75925,"erp_verb_object_number_agreement_300_600_lateral_weakprior"
"z_multilingual_language_diversity",-0.00954391425,-0.021034651175,0.002257401535,0.945125,"erp_verb_object_number_agreement_300_600_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_session",0.0069571468,-0.00332712523,0.01726840485,0.90578125,"erp_verb_object_number_agreement_300_600_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_mini_language",0.0192806675,-0.000557623439249999,0.0397040543,0.97121875,"erp_verb_object_number_agreement_300_600_lateral_weakprior"
"z_recoded_session:z_recoded_mini_language",0.00801959125,-0.020884886,0.036788373675,0.70584375,"erp_verb_object_number_agreement_300_600_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_hemisphere",0.0023781408,-0.00663304154,0.01151889245,0.6978125,"erp_verb_object_number_agreement_300_600_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_caudality",-0.001026817,-0.0102362863,0.00830031575499999,0.58721875,"erp_verb_object_number_agreement_300_600_lateral_weakprior"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00386006145,-0.006475696395,0.014220965625,0.7666875,"erp_verb_object_number_agreement_300_600_lateral_weakprior"
"Intercept",-0.00495599065,-0.02697111765,0.0166677617,0.6733125,"erp_verb_object_number_agreement_300_600_midline_itemslope"
"z_baseline_predictor",0.44530887,0.43185088575,0.45892483075,1,"erp_verb_object_number_agreement_300_600_midline_itemslope"
"z_recoded_grammaticality",0.0027577844,-0.02493177255,0.0306357397,0.57675,"erp_verb_object_number_agreement_300_600_midline_itemslope"
"z_recoded_session",0.00199028705,-0.0328142114,0.0357660714,0.54565625,"erp_verb_object_number_agreement_300_600_midline_itemslope"
"z_recoded_mini_language",0.00048988506,-0.02163112075,0.022520215475,0.51803125,"erp_verb_object_number_agreement_300_600_midline_itemslope"
"z_recoded_caudality",-0.00133355295,-0.014482423925,0.0116697193,0.57921875,"erp_verb_object_number_agreement_300_600_midline_itemslope"
"z_multilingual_language_diversity",-0.00546926195,-0.0212570363,0.010501125825,0.75121875,"erp_verb_object_number_agreement_300_600_midline_itemslope"
"z_recoded_grammaticality:z_recoded_session",0.003615857,-0.010872174925,0.017864760325,0.68378125,"erp_verb_object_number_agreement_300_600_midline_itemslope"
"z_recoded_grammaticality:z_recoded_mini_language",0.017326131,-0.011100490825,0.04486661465,0.8885,"erp_verb_object_number_agreement_300_600_midline_itemslope"
"z_recoded_session:z_recoded_mini_language",0.00527492665,-0.029264043425,0.039901297975,0.61975,"erp_verb_object_number_agreement_300_600_midline_itemslope"
"z_recoded_grammaticality:z_recoded_caudality",0.004614446,-0.00845578277,0.017644683325,0.7554375,"erp_verb_object_number_agreement_300_600_midline_itemslope"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00329407715,-0.011234132025,0.01786320195,0.66634375,"erp_verb_object_number_agreement_300_600_midline_itemslope"
"Intercept",-0.00596322345,-0.02781756825,0.01602584455,0.70340625,"erp_verb_object_number_agreement_300_600_midline"
"z_baseline_predictor",0.44695569,0.4334070695,0.4605919865,1,"erp_verb_object_number_agreement_300_600_midline"
"z_recoded_grammaticality",0.00230594115,-0.021900676,0.026417177275,0.57821875,"erp_verb_object_number_agreement_300_600_midline"
"z_recoded_session",0.001271714,-0.033677515225,0.03539160975,0.5299375,"erp_verb_object_number_agreement_300_600_midline"
"z_recoded_mini_language",0.00071007657,-0.02171184045,0.022771599325,0.5250625,"erp_verb_object_number_agreement_300_600_midline"
"z_recoded_caudality",-0.00125570715,-0.014300258475,0.011913365375,0.57496875,"erp_verb_object_number_agreement_300_600_midline"
"z_multilingual_language_diversity",-0.0062856747,-0.0218654136,0.0095014569725,0.7871875,"erp_verb_object_number_agreement_300_600_midline"
"z_recoded_grammaticality:z_recoded_session",0.0041586786,-0.01046576765,0.018745410575,0.7051875,"erp_verb_object_number_agreement_300_600_midline"
"z_recoded_grammaticality:z_recoded_mini_language",0.016709246,-0.00739435756999999,0.041155475825,0.91534375,"erp_verb_object_number_agreement_300_600_midline"
"z_recoded_session:z_recoded_mini_language",0.0061923981,-0.02849483355,0.040524733125,0.6414375,"erp_verb_object_number_agreement_300_600_midline"
"z_recoded_grammaticality:z_recoded_caudality",0.0045992189,-0.0086823910425,0.01790877285,0.7535625,"erp_verb_object_number_agreement_300_600_midline"
"z_recoded_grammaticality:z_recoded_session:z_recoded_mini_language",0.00474161525,-0.009850919335,0.019239509475,0.7371875,"erp_verb_object_number_agreement_300_600_midline"
"Intercept",-0.00517812915,-0.02695176915,0.0168947956,0.68053125,"erp_verb_object_number_agreement_300_600_midline_weakprior_itemslope"
"z_baseline_predictor",0.4453999,0.431692904,0.45895907375,1,"erp_verb_object_number_agreement_300_600_midline_weakprior_itemslope"
